Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Seasons,
839,US-2016-137547,03-07-2016,03-12-2016,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,0.2,1.5804,Summer,
843,CA-2016-161669,11-07-2016,11-09-2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7,Summer,
844,CA-2016-161669,11-07-2016,11-09-2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672,Summer,
845,CA-2016-161669,11-07-2016,11-09-2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,0,3.2944,Summer,
846,CA-2016-161669,11-07-2016,11-09-2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0,6.8714,Summer,
849,CA-2017-107503,01-01-2017,01-06-2017,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Lorain,Ohio,44052,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568,Winter,
850,CA-2014-107755,02-07-2014,02-12-2014,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0,49.6048,Summer,
856,CA-2014-125612,08-03-2014,08-08-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2,0,18.7812,Spring,
857,CA-2014-125612,08-03-2014,08-08-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,0,26.598,Spring,
858,CA-2014-125612,08-03-2014,08-08-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2,0,5.7672,Spring,
863,CA-2016-134474,01-05-2016,01-07-2016,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472,6,0.2,40.6878,Spring,
864,CA-2016-134474,01-05-2016,01-07-2016,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904,Spring,
865,CA-2016-134474,01-05-2016,01-07-2016,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,2,0.2,5.1786,Spring,
869,CA-2014-136742,04-06-2014,04-10-2014,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.928,Summer,
870,CA-2016-158099,09-03-2016,09-05-2016,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98,Spring,
871,CA-2016-158099,09-03-2016,09-05-2016,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.782,3,0.4,-46.797,Spring,
895,CA-2016-105494,11-10-2016,11-12-2016,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,0,42.0714,Monsoon,
896,CA-2016-105494,11-10-2016,11-12-2016,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028,Monsoon,
897,CA-2016-140634,10-03-2016,10-06-2016,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.648,2,0.2,5.0856,Spring,
900,US-2016-114622,04-10-2016,04-12-2016,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,0.7,-6.5296,Monsoon,
904,CA-2016-130477,04-08-2016,04-12-2016,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,3,0,9.6192,Summer,
905,CA-2016-130477,04-08-2016,04-12-2016,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984,Summer,
906,CA-2016-130477,04-08-2016,04-12-2016,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96,2,0,6.2208,Summer,
910,CA-2017-137596,09-02-2017,09-07-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0,323.946,Winter,
911,CA-2017-137596,09-02-2017,09-07-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.78,7,0,829.3754,Winter,
912,CA-2017-137596,09-02-2017,09-07-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,0,81.0474,Winter,
919,CA-2016-165218,03-05-2016,03-11-2016,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063,Spring,
920,CA-2016-165218,03-05-2016,03-11-2016,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,0.2,-0.812,Spring,
921,CA-2014-138296,12-05-2014,12-12-2014,Standard Class,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768,Spring,
928,CA-2015-115091,10-05-2015,10-09-2015,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,46.2,4,0,12.936,Spring,
929,CA-2015-115091,10-05-2015,10-09-2015,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,28.84,2,0,9.5172,Spring,
933,CA-2017-114216,09-02-2017,09-06-2017,Standard Class,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,0.2,4.1148,Winter,
938,US-2017-111745,11-05-2017,11-06-2017,First Class,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,1,0,54.3966,Spring,
953,CA-2017-131156,04-03-2017,04-07-2017,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,25.472,4,0.2,7.6416,Spring,
963,CA-2016-120859,09-01-2016,09-04-2016,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,0,10.94,Winter,
965,CA-2017-135279,04-09-2017,04-11-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2,0,4.8118,Monsoon,
966,CA-2017-135279,04-09-2017,04-11-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,0,9.7119,Monsoon,
967,CA-2017-135279,04-09-2017,04-11-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,12.96,2,0,6.2208,Monsoon,
968,CA-2017-135279,04-09-2017,04-11-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,0,91.968,Monsoon,
969,CA-2017-135279,04-09-2017,04-11-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0,4.2336,Monsoon,
970,CA-2017-135279,04-09-2017,04-11-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0,0,Monsoon,
975,US-2017-103247,10-05-2017,10-08-2017,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,7,0,3.2186,Spring,
976,US-2017-103247,10-05-2017,10-08-2017,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,Spring,
978,CA-2017-159366,01-07-2017,01-10-2017,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996,Summer,
980,CA-2015-157035,12-09-2015,12-12-2015,First Class,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3,0,16.6698,Monsoon,
981,CA-2016-144939,10-03-2016,10-08-2016,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,0.1,93.2232,Spring,
988,CA-2015-146829,03-10-2015,03-10-2015,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2,0.8,-1.8904,Monsoon,
992,CA-2016-110023,09-09-2016,09-11-2016,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484,Monsoon,
1007,CA-2015-105312,11-06-2015,11-09-2015,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478,Summer,
1008,CA-2015-105312,11-06-2015,11-09-2015,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,3,0.7,-3.5208,Summer,
1010,CA-2017-135034,08-01-2017,08-03-2017,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,0.2,5.999,Winter,
1017,CA-2015-108665,07-06-2015,07-10-2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0,6.7008,Summer,
1018,CA-2015-108665,07-06-2015,07-10-2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0,63.8862,Summer,
1019,CA-2015-108665,07-06-2015,07-10-2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,0,2.499,Summer,
1020,CA-2015-108665,07-06-2015,07-10-2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,601.65,5,0,156.429,Summer,
1042,CA-2016-102981,09-06-2016,09-09-2016,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.151,Summer,
1043,CA-2016-102981,09-06-2016,09-09-2016,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294,Summer,
1044,CA-2017-115651,07-09-2017,07-12-2017,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,5,0.2,2.9835,Monsoon,
1045,CA-2017-115651,07-09-2017,07-12-2017,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464,9,0.8,-146.16,Monsoon,
1051,US-2015-153500,07-03-2015,07-05-2015,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.2,-29.4812,Spring,
1052,US-2015-153500,07-03-2015,07-05-2015,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,0.2,2.436,Spring,
1053,US-2015-153500,07-03-2015,07-05-2015,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,9,0.2,56.5776,Spring,
1054,CA-2015-110667,04-04-2015,04-08-2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0,4.3524,Spring,
1055,CA-2015-110667,04-04-2015,04-08-2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0,22.764,Spring,
1056,CA-2015-110667,04-04-2015,04-08-2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911,Spring,
1057,CA-2015-110667,04-04-2015,04-08-2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944,Spring,
1068,CA-2016-157686,10-01-2016,10-02-2016,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178,Winter,
1083,US-2016-143819,03-01-2016,03-05-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208,Winter,
1084,US-2016-143819,03-01-2016,03-05-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0,12.1348,Winter,
1085,US-2016-143819,03-01-2016,03-05-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0,105.2468,Winter,
1086,US-2016-143819,03-01-2016,03-05-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0,2400.9657,Winter,
1087,CA-2016-167584,08-12-2016,08-12-2016,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0,3.1104,Winter,
1090,CA-2017-158407,06-04-2017,06-10-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,Spring,
1091,CA-2017-158407,06-04-2017,06-10-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2,0.2,25.1944,Spring,
1118,CA-2015-142755,09-04-2015,09-08-2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5,0,137.151,Spring,
1119,CA-2015-142755,09-04-2015,09-08-2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.591,Spring,
1120,CA-2015-142755,09-04-2015,09-08-2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0,2.0492,Spring,
1121,CA-2015-142755,09-04-2015,09-08-2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.4872,Spring,
1128,CA-2015-105970,03-02-2015,03-07-2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,1,0,2.6416,Winter,
1129,CA-2015-105970,03-02-2015,03-07-2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,0,50.94,Winter,
1133,US-2016-114776,12-06-2016,12-07-2016,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3,0,9.3312,Summer,
1134,US-2016-134908,06-05-2016,06-09-2016,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.364,Spring,
1135,US-2016-134908,06-05-2016,06-09-2016,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3,0.2,2.646,Spring,
1136,US-2016-148803,12-11-2016,12-11-2016,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.4571,Winter,
1147,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346,Spring,
1148,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2,0,2.628,Spring,
1149,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0,5.8696,Spring,
1150,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0,0.438,Spring,
1151,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0,209.993,Spring,
1159,CA-2016-149314,07-02-2016,07-07-2016,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184,Winter,
1162,CA-2014-126522,09-01-2014,09-05-2014,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0,15.6426,Winter,
1163,CA-2014-127964,03-03-2014,03-08-2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0,4.5954,Spring,
1164,CA-2014-127964,03-03-2014,03-08-2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872,Spring,
1165,CA-2014-127964,03-03-2014,03-08-2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785,Spring,
1166,CA-2014-117709,05-04-2014,05-08-2014,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0,21.06,Spring,
1167,CA-2015-125416,11-02-2015,11-02-2015,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0,49.2723,Winter,
1168,CA-2017-145226,12-08-2017,12-10-2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0,33.9388,Summer,
1169,CA-2017-145226,12-08-2017,12-10-2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3,0,0,Summer,
1170,CA-2017-145226,12-08-2017,12-10-2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,3,0,9.3312,Summer,
1171,CA-2017-145226,12-08-2017,12-10-2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.2992,Summer,
1178,CA-2016-113621,12-01-2016,12-05-2016,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0,51.75,Winter,
1179,CA-2016-113621,12-01-2016,12-05-2016,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0,44.9925,Winter,
1198,CA-2016-130946,04-08-2016,04-12-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,Summer,
1199,CA-2016-130946,04-08-2016,04-12-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,Summer,
1200,CA-2016-130946,04-08-2016,04-12-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,Summer,
1206,CA-2017-133235,08-01-2017,08-04-2017,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975,Winter,
1223,CA-2016-126004,12-04-2016,12-05-2016,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0,20.4822,Spring,
1224,CA-2016-126004,12-04-2016,12-05-2016,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0,34.386,Spring,
